name,symbol,liquidity,dev_score,community_score,public_interest_score,total_score,report_date
Elastos,ELA,10536018,0.38,0.42,0.27,0.34,2018-03-14 00:12:46
Ink Protocol,XNK,19149,0.47,0.13,0.44,0.34,2018-03-14 00:12:46
Eidoo,EDO,1427398,0.0,0.37,0.3,0.34,2018-03-14 00:12:46
Delphy,DPY,5171654,0.34,0.063,0.37,0.34,2018-03-14 00:12:46
Internet Node Token,INT,828984,0.16,0.23,0.36,0.34,2018-03-14 00:12:46
Grid+,GRID,28774,0.35,0.33,0.29,0.34,2018-03-14 00:12:46
Espers,ESP,27370,0.47,0.23,0.31,0.34,2018-03-14 00:12:46
Oxycoin,OXY,3757,0.28,0.33,0.39,0.34,2018-03-14 00:12:46
DigixDAO,DGD,44968400,0.0,0.083,0.32,0.34,2018-03-14 00:12:46
Ergo,EFYT,1898,0.67,0.06,0.32,0.34,2018-03-14 00:12:46
Gambit,GAM,7470,0.56,0.076,0.35,0.34,2018-03-14 00:12:46
Mothership,MSP,236361,0.48,0.083,0.29,0.34,2018-03-14 00:12:46
Nucleus Vision,NCASH,158715445,0.17,0.49,0.42,0.34,2018-03-14 00:12:46
Populous,PPT,7391820,0.12,0.087,0.36,0.34,2018-03-14 00:12:46
Fedoracoin,TIPS,2343,0.38,0.33,0.28,0.33,2018-03-14 00:12:46
Viuly,VIU,371560,0.15,0.33,0.39,0.33,2018-03-14 00:12:46
Bata,BTA,4696,0.51,0.24,0.35,0.33,2018-03-14 00:12:46
Earthcoin,EAC,7,0.4,0.29,0.3,0.33,2018-03-14 00:12:46
Spectre.ai Utility Token,SXUT,5436410,0.0,0.31,0.28,0.33,2018-03-14 00:12:46
XP,XP,507316,0.0,0.42,0.34,0.33,2018-03-14 00:12:46
STRAKS,STAK,11614,0.45,0.29,0.29,0.33,2018-03-14 00:12:46
Rubycoin,RBY,60366,0.38,0.26,0.3,0.33,2018-03-14 00:12:46
TrustPlus,TRUST,16463,0.38,0.23,0.32,0.33,2018-03-14 00:12:46
Open Trading Network,OTN,66248,0.19,0.33,0.49,0.33,2018-03-14 00:12:46
Netcoin,NET,847,0.53,0.25,0.28,0.33,2018-03-14 00:12:46
ShadowCash,SDC,94,0.57,0.2,0.27,0.33,2018-03-14 00:12:46
VIBE,VIBE,2244070,0.15,0.14,0.37,0.33,2018-03-14 00:12:46
Blockport,BPT,257446,0.16,0.28,0.29,0.33,2018-03-14 00:12:46
Energycoin,ENRG,16191,0.39,0.29,0.3,0.33,2018-03-14 00:12:46
POA Network,POA,2467689,0.23,0.0,0.42,0.33,2018-03-14 00:12:46
IOStoken,IOST,24840614,0.0,0.11,0.31,0.33,2018-03-14 00:12:46
Gifto,GTO,3770580,0.15,0.15,0.29,0.33,2018-03-14 00:12:46
Boolberry,BBR,6491,0.44,0.25,0.31,0.33,2018-03-14 00:12:46
DopeCoin,DOPE,119826,0.37,0.24,0.27,0.33,2018-03-14 00:12:46
MediShares,MDS,41343154,0.13,0.06,0.31,0.33,2018-03-14 00:12:46
SpankChain,SPANK,292061,0.14,0.37,0.073,0.33,2018-03-14 00:12:46
Radium,RADS,142895,0.39,0.064,0.4,0.33,2018-03-14 00:12:46
ArtByte,ABY,15595,0.28,0.38,0.28,0.33,2018-03-14 00:12:46
VoteCoin,VOT,379,0.6,0.19,0.33,0.33,2018-03-14 00:12:46
Blockpool,BPL,1160,0.43,0.27,0.33,0.33,2018-03-14 00:12:46
Hush,HUSH,15988,0.32,0.26,0.42,0.33,2018-03-14 00:12:46
Flixxo,FLIXX,422830,0.12,0.35,0.28,0.33,2018-03-14 00:12:46
Linx,LINX,16339,0.34,0.26,0.46,0.33,2018-03-14 00:12:46
LEOcoin,LEO,9801,0.33,0.3,0.3,0.33,2018-03-14 00:12:46
indaHash,IDH,231197,0.16,0.34,0.27,0.33,2018-03-14 00:12:46
Creditbit,CRB,42149,0.31,0.29,0.31,0.33,2018-03-14 00:12:46
Tezos,XTZ,182019,0.48,0.45,0.32,0.32,2018-03-14 00:12:46
Olympus Labs,MOT,1170500,0.12,0.27,0.29,0.32,2018-03-14 00:12:46
Wagerr,WGR,36855,0.14,0.37,0.27,0.32,2018-03-14 00:12:46
Mooncoin,MOON,6021,0.32,0.3,0.35,0.32,2018-03-14 00:12:46
Metal,MTL,19638500,0.0,0.15,0.33,0.32,2018-03-14 00:12:46
Privatix,PRIX,468,0.39,0.31,0.27,0.32,2018-03-14 00:12:46
Restart Energy MWAT,MWAT,164335,0.13,0.28,0.46,0.32,2018-03-14 00:12:46
Anoncoin,ANC,455,0.47,0.24,0.3,0.32,2018-03-14 00:12:46
Sexcoin,SXC,6629,0.43,0.26,0.3,0.32,2018-03-14 00:12:46
SmartMesh,SMT,18397146,0.15,0.071,0.28,0.32,2018-03-14 00:12:46
ExclusiveCoin,EXCL,305166,0.35,0.08199999999999999,0.3,0.32,2018-03-14 00:12:46
Swarm,SWM,1432,0.3,0.3,0.34,0.32,2018-03-14 00:12:46
Covesting,COV,92792,0.17,0.29,0.4,0.32,2018-03-14 00:12:46
GlobalToken,GLT,284,0.58,0.19,0.29,0.32,2018-03-14 00:12:46
Veritaseum,VERI,313336,0.15,0.12,0.34,0.32,2018-03-14 00:12:46
Stealthcoin,XST,107663,0.33,0.22,0.3,0.32,2018-03-14 00:12:46
Cofound.it,CFI,1903462,0.12,0.14,0.3,0.32,2018-03-14 00:12:46
Pareto Network,PARETO,42141,0.14,0.42,0.29,0.32,2018-03-14 00:12:46
Bottos,BTO,391993,0.2,0.18,0.29,0.32,2018-03-14 00:12:46
LockChain,LOC,39640,0.38,0.14,0.45,0.32,2018-03-14 00:12:46
Zeitcoin,ZEIT,1400,0.4,0.29,0.28,0.32,2018-03-14 00:12:46
Elastic,XEL,200571,0.12,0.29,0.42,0.32,2018-03-14 00:12:46
DNotes,NOTE,1474,0.38,0.3,0.31,0.32,2018-03-14 00:12:46
Maza,MZC,8715,0.39,0.32,0.26,0.32,2018-03-14 00:12:46
Change,CAG,3073167,0.12,0.15,0.41,0.32,2018-03-14 00:12:46
Terracoin,TRC,1847,0.37,0.3,0.29,0.32,2018-03-14 00:12:46
BitcoinDark,BTCD,3281,0.29,0.28,0.31,0.32,2018-03-14 00:12:46
Chaincoin,CHC,4895,0.68,0.0,0.31,0.32,2018-03-14 00:12:46
Quark,QRK,721,0.37,0.29,0.34,0.32,2018-03-14 00:12:46
Asiacoin,AC,13491,0.38,0.21,0.28,0.32,2018-03-14 00:12:46
SHIELD,XSH,24776,0.46,0.078,0.33,0.32,2018-03-14 00:12:46
InvestFeed,IFT,25782,0.14,0.37,0.27,0.32,2018-03-14 00:12:46
AudioCoin,ADC,11129,0.59,0.071,0.28,0.32,2018-03-14 00:12:46
CampusCoin,CMPCO,23742,0.37,0.29,0.3,0.32,2018-03-14 00:12:46
Karma,KRM,4985,0.3,0.26,0.37,0.32,2018-03-14 00:12:46
MonacoCoin,XMCC,23338,0.26,0.36,0.28,0.32,2018-03-14 00:12:46
Tao,XTO,7016,0.46,0.065,0.43,0.32,2018-03-14 00:12:46
Syndicate,SYNX,252657,0.31,0.1,0.38,0.31,2018-03-14 00:12:46
HEROcoin,PLAY,21556,0.19,0.32,0.29,0.31,2018-03-14 00:12:46
Zetacoin,ZET,168,0.42,0.28,0.29,0.31,2018-03-14 00:12:46
Elementrem,ELE,137,0.46,0.25,0.28,0.31,2018-03-14 00:12:46
BitSwift,SWIFT,4533,0.41,0.25,0.31,0.31,2018-03-14 00:12:46
Snovio,SNOV,598417,0.0,0.37,0.27,0.31,2018-03-14 00:12:46
Hobonickels,HBN,317,0.49,0.2,0.31,0.31,2018-03-14 00:12:46
Soarcoin,SOAR,41544,0.36,0.18,0.3,0.31,2018-03-14 00:12:46
Ethos,ETHOS,25691,0.0,0.44,0.33,0.31,2018-03-14 00:12:46
Unify,UNIFY,2495,0.42,0.28,0.27,0.31,2018-03-14 00:12:46
Power Ledger,POWR,8745836,0.0,0.17,0.29,0.31,2018-03-14 00:12:46
GoByte,GBX,137554,0.29,0.14,0.29,0.31,2018-03-14 00:12:46
Patientory,PTOY,579201,0.0,0.35,0.27,0.31,2018-03-14 00:12:46
Divi,DIVX,76925,0.12,0.33,0.33,0.31,2018-03-14 00:12:46
SophiaTX,SPHTX,67941,0.0,0.4,0.27,0.31,2018-03-14 00:12:46
PayPie,PPP,151265,0.0,0.35,0.28,0.31,2018-03-14 00:12:46
Medicalchain,MTN,14641130,0.0,0.14,0.28,0.31,2018-03-14 00:12:46
Numeraire,NMR,1124097,0.0,0.29,0.29,0.31,2018-03-14 00:12:46
AirToken,AIR,195149,0.12,0.32,0.26,0.31,2018-03-14 00:12:46
Operacoin,OCN,12968100,0.0,0.12,0.3,0.31,2018-03-14 00:12:46
Worldcoin,WDC,3680,0.41,0.24,0.32,0.31,2018-03-14 00:12:46
Rebellious,REBL,830807,0.0,0.31,0.36,0.31,2018-03-14 00:12:46
Lykke,LKK,28524,0.17,0.31,0.27,0.31,2018-03-14 00:12:46
Everus,EVR,348903,0.12,0.22,0.34,0.31,2018-03-14 00:12:46
Bitcloud,BTDX,5229,0.38,0.25,0.28,0.31,2018-03-14 00:12:46
Piggycoin,PIGGY,496,0.42,0.26,0.28,0.31,2018-03-14 00:12:46
Kobocoin,KOBO,293,0.52,0.15,0.3,0.31,2018-03-14 00:12:46
LoMoCoin,LMC,45147,0.11,0.34,0.28,0.31,2018-03-14 00:12:46
TaaS,TAAS,271641,0.0,0.34,0.37,0.31,2018-03-14 00:12:46
ALIS,ALIS,43944,0.41,0.085,0.35,0.31,2018-03-14 00:12:46
Sequence,SEQ,7828,0.46,0.076,0.47,0.31,2018-03-14 00:12:46
Lampix,PIX,5416,0.28,0.32,0.27,0.31,2018-03-14 00:12:46
Blitzcash,BLITZ,11833,0.53,0.076,0.28,0.31,2018-03-14 00:12:46
TEKcoin,TEK,1010,0.52,0.18,0.28,0.31,2018-03-14 00:12:46
Ellaism,ELLA,113557,0.26,0.26,0.39,0.3,2018-03-14 00:12:46
Pura,PURA,408024,0.12,0.14,0.35,0.3,2018-03-14 00:12:46
Catcoin,CAT,244,0.42,0.3,0.27,0.3,2018-03-14 00:12:46
WhaleCoin,WHL,40941,0.38,0.19,0.3,0.3,2018-03-14 00:12:46
Tokenomy,TEN,2716763,0.0,0.13,0.28,0.3,2018-03-14 00:12:46
Spectre.ai Dividend Token,SXDT,20875,0.13,0.31,0.26,0.3,2018-03-14 00:12:46
XGOX,XGOX,191536,0.31,0.12,0.35,0.3,2018-03-14 00:12:46
Cryptonex,CNX,185866,0.15,0.18,0.27,0.3,2018-03-14 00:12:46
TIES Network,TIE,73907,0.11,0.32,0.34,0.3,2018-03-14 00:12:46
MicroMoney,AMM,141707,0.19,0.21,0.29,0.3,2018-03-14 00:12:46
EuropeCoin,ERC,11735,0.44,0.12,0.31,0.3,2018-03-14 00:12:46
Solarcoin,SLR,37151,0.36,0.078,0.33,0.3,2018-03-14 00:12:46
Publica,PBL,15552,0.14,0.38,0.34,0.3,2018-03-14 00:12:46
TurtleCoin,TRTL,8432,0.72,0.35,0.31,0.3,2018-03-14 00:12:46
SpreadCoin,SPR,31960,0.32,0.22,0.31,0.3,2018-03-14 00:12:46
CrowdCoin,CRC,32726,0.47,0.11,0.28,0.3,2018-03-14 00:12:46
Dai,DAI,14991,0.16,0.35,0.36,0.3,2018-03-14 00:12:46
BridgeCoin,BCO,25346,0.32,0.087,0.33,0.3,2018-03-14 00:12:46
Cryptopay,CPAY,46265,0.35,0.24,0.3,0.3,2018-03-14 00:12:46
Cannacoin,CCN,450,0.32,0.34,0.31,0.3,2018-03-14 00:12:46
Envion,EVN,110442,0.16,0.17,0.28,0.3,2018-03-14 00:12:46
ALQO,ALQO,109130,0.14,0.27,0.29,0.3,2018-03-14 00:12:46
ATLANT,ATL,9704,0.25,0.32,0.36,0.3,2018-03-14 00:12:46
Electra,ECA,73741,0.33,0.08199999999999999,0.37,0.3,2018-03-14 00:12:46
MyWish,WISH,14667,0.3,0.24,0.31,0.3,2018-03-14 00:12:46
CPChain,CPC,2005510,0.13,0.07400000000000001,0.27,0.3,2018-03-14 00:12:46
Sphere,SPHR,106944,0.13,0.18,0.39,0.3,2018-03-14 00:12:46
Waves Community Token,WCT,21745,0.0,0.5,0.27,0.3,2018-03-14 00:12:46
BlockCAT,CAT,47504,0.17,0.34,0.27,0.3,2018-03-14 00:12:46
AidCoin,AID,96881,0.13,0.25,0.28,0.3,2018-03-14 00:12:46
FlypMe,FYP,2556,0.31,0.29,0.27,0.29,2018-03-14 00:12:46
HEAT,HEAT,4593,0.43,0.13,0.31,0.29,2018-03-14 00:12:46
Odyssey,OCN,12415722,0.0,0.04,0.37,0.29,2018-03-14 00:12:46
CanYaCoin,CAN,89051,0.17,0.17,0.3,0.29,2018-03-14 00:12:46
Dimecoin,DIME,24150,0.11,0.33,0.31,0.29,2018-03-14 00:12:46
Argentum,ARG, 1633,0.55,0.063,0.31,0.29,2018-03-14 00:12:46
Decent,DCT,538048,0.0,0.16,0.41,0.29,2018-03-14 00:12:46
Foldingcoin,FLDC,376197,0.14,0.25,0.29,0.29,2018-03-14 00:12:46
Franko,FRK,1,0.41,0.26,0.3,0.29,2018-03-14 00:12:46
WINCOIN,WC,126634,0.15,0.14,0.31,0.29,2018-03-14 00:12:46
Zilla,ZLA,1569384,0.0,0.26,0.3,0.29,2018-03-14 00:12:46
UFO Coin,UFO,1081,0.33,0.21,0.3,0.29,2018-03-14 00:12:46
Worldcore,WRC,356917,0.0,0.32,0.28,0.29,2018-03-14 00:12:46
Trade Token,TIO,148402,0.12,0.16,0.3,0.29,2018-03-14 00:12:46
ATMChain,ATM,108547,0.15,0.23,0.29,0.29,2018-03-14 00:12:46
bitCNY,BITCNY,17924200,0.0,0.0,0.29,0.29,2018-03-14 00:12:46
NITRO,NOX,687,0.13,0.36,0.36,0.29,2018-03-14 00:12:46
TrezarCoin,TZC,4826,0.27,0.28,0.3,0.29,2018-03-14 00:12:46
Aurora DAO,AURA,8247,0.12,0.32,0.27,0.29,2018-03-14 00:12:46
Ormeus Coin,ORME,2591810,0.0,0.16,0.29,0.29,2018-03-14 00:12:46
CreativeCoin,CREA,4728,0.43,0.13,0.28,0.29,2018-03-14 00:12:46
VIVO,VIVO,11372,0.25,0.25,0.3,0.28,2018-03-14 00:12:46
Deutsche eMark,DEM,1817,0.47,0.11,0.32,0.28,2018-03-14 00:12:46
Influxcoin,INFX,3514,0.32,0.2,0.31,0.28,2018-03-14 00:12:46
BOScoin,BOS,281135,0.45,0.33,0.28,0.28,2018-03-14 00:12:46
Paycoin,XPY,135,0.6,0.0,0.3,0.28,2018-03-14 00:12:46
Hexx,HXX,15435,0.43,0.062,0.25,0.28,2018-03-14 00:12:46
NobleCoin,NOBL,856,0.27,0.3,0.29,0.28,2018-03-14 00:12:46
MobileGo,MGO,171373,0.0,0.28,0.29,0.28,2018-03-14 00:12:46
NAGA,NGC,140530,0.0,0.26,0.31,0.28,2018-03-14 00:12:46
Bonpay,BON,123698,0.12,0.28,0.27,0.28,2018-03-14 00:12:46
Freicoin,FRC,279,0.38,0.24,0.28,0.28,2018-03-14 00:12:46
Guncoin,GUN,850,0.36,0.22,0.29,0.28,2018-03-14 00:12:46
HelloGold,HGT,50846,0.14,0.31,0.3,0.28,2018-03-14 00:12:46
Condensate,RAIN,2793,0.34,0.19,0.35,0.28,2018-03-14 00:12:46
COSS,COSS,1096217,0.0,0.17,0.33,0.28,2018-03-14 00:12:46
Aventus,AVT,298139,0.11,0.21,0.27,0.28,2018-03-14 00:12:46
bitJob,STU,1019375,0.12,0.15,0.27,0.28,2018-03-14 00:12:46
REAL,REAL,567,0.35,0.14,0.41,0.28,2018-03-14 00:12:46
PopularCoin,POP,2473,0.34,0.22,0.31,0.28,2018-03-14 00:12:46
aXpire,AXP,64027,0.0,0.27,0.43,0.28,2018-03-14 00:12:46
1337,1337,4230,0.36,0.12,0.36,0.28,2018-03-14 00:12:46
BoostCoin,BOST,411,0.42,0.18,0.3,0.28,2018-03-14 00:12:46
Ixcoin,IXC,84,0.37,0.16,0.28,0.28,2018-03-14 00:12:46
Peerplays,PPY,62,0.15,0.33,0.28,0.28,2018-03-14 00:12:46
Skeincoin,SKC,1211,0.47,0.09699999999999999,0.28,0.28,2018-03-14 00:12:46
Game,GTC,256799,0.13,0.0,0.42,0.28,2018-03-14 00:12:46
Capricoin,CPC,96491,0.31,0.028999999999999998,0.32,0.28,2018-03-14 00:12:46
Opus,OPT,1280,0.17,0.32,0.32,0.28,2018-03-14 00:12:46
Hedge,HDG,59,0.12,0.32,0.34,0.28,2018-03-14 00:12:46
Devery,EVE,33138,0.15,0.26,0.28,0.28,2018-03-14 00:12:46
Hacken,HKN,1953,0.0,0.33,0.29,0.28,2018-03-14 00:12:46
Magnet,MAG,23612,0.34,0.15,0.29,0.28,2018-03-14 00:12:46
Fantomcoin,FCN,326,0.37,0.21,0.31,0.28,2018-03-14 00:12:46
KoreCoin,KORE,497939,0.091,0.08199999999999999,0.3,0.28,2018-03-14 00:12:46
InsaneCoin,INSN,4336,0.41,0.13,0.3,0.28,2018-03-14 00:12:46
Circuits of Value,COVAL,38085,0.12,0.24,0.37,0.27,2018-03-14 00:12:46
Iungo,ING,18069,0.14,0.31,0.28,0.27,2018-03-14 00:12:46
Machinecoin,MAC,1538,0.36,0.18,0.3,0.27,2018-03-14 00:12:46
Jesus Coin,JC,436489,0.12,0.25,0.28,0.27,2018-03-14 00:12:46
ProChain,PRO,621362,0.12,0.067,0.37,0.27,2018-03-14 00:12:46
Internxt,INXT,11927,0.17,0.28,0.32,0.27,2018-03-14 00:12:46
Bitstar,BITS,1114,0.34,0.22,0.27,0.27,2018-03-14 00:12:46
AidBit,AID,48340,0.27,0.057,0.29,0.27,2018-03-14 00:12:46
QunQun,QUN,7225054,0.0,0.077,0.27,0.27,2018-03-14 00:12:46
DCORP,DRP,2660,0.15,0.34,0.27,0.27,2018-03-14 00:12:46
Profile Utility Token,PUT,1773322,0.0,0.14,0.43,0.27,2018-03-14 00:12:46
Global Jobcoin,GJC,1870,0.13,0.36,0.28,0.27,2018-03-14 00:12:46
Payfair,PFR,2389,0.12,0.34,0.28,0.27,2018-03-14 00:12:46
Universal Currency,UNIT,30598,0.24,0.11,0.37,0.27,2018-03-14 00:12:46
Vsync,VSX,5166,0.41,0.073,0.32,0.27,2018-03-14 00:12:46
Truckcoin,TRK,39,0.4,0.16,0.3,0.27,2018-03-14 00:12:46
Presearch,PRE,49029,0.15,0.23,0.27,0.27,2018-03-14 00:12:46
Mercury,MER,4595433,0.0,0.12,0.4,0.27,2018-03-14 00:12:46
Intelligent Trading Tech,ITT,,0.63,0.3,0.4,0.27,2018-03-14 00:12:46
All Sports,SOC,2224904,0.0,0.079,0.43,0.27,2018-03-14 00:12:46
DubaiCoin-DBIX,DBIX,80828,0.17,0.14,0.3,0.27,2018-03-14 00:12:46
DigitalPrice,DP,10716,0.3,0.22,0.29,0.27,2018-03-14 00:12:46
Megacoin,MEC,668,0.2,0.31,0.34,0.27,2018-03-14 00:12:46
True Chain,TRUE,12213200,0.0,0.0,0.28,0.27,2018-03-14 00:12:46
Tagcoin,TAG,472,0.32,0.23,0.29,0.27,2018-03-14 00:12:46
Voxels,VOX,550466,0.0,0.14,0.32,0.27,2018-03-14 00:12:46
Sterlingcoin,SLG,18,0.34,0.21,0.28,0.27,2018-03-14 00:12:46
GlobalCoin,GLC,4733,0.36,0.2,0.29,0.27,2018-03-14 00:12:46
CHIPS,CHIPS,1634,0.13,0.31,0.32,0.27,2018-03-14 00:12:46
AdCoin,ACC,9225,0.34,0.2,0.29,0.27,2018-03-14 00:12:46
Electronic Gulden,EFL,4353,0.16,0.22,0.35,0.27,2018-03-14 00:12:46
Elixir,ELIX,26186,0.0,0.31,0.37,0.27,2018-03-14 00:12:46
Qbao,QBT,2942710,0.0,0.071,0.28,0.27,2018-03-14 00:12:46
CargoX,CXO,39787,0.0,0.32,0.27,0.27,2018-03-14 00:12:46
EncrypGen,DNA,47518,0.0,0.33,0.27,0.27,2018-03-14 00:12:46
Moin,MOIN,5296,0.17,0.28,0.41,0.27,2018-03-14 00:12:46
FundYourselfNow,FYN,47,0.19,0.3,0.27,0.27,2018-03-14 00:12:46
IHT Real Estate Protocol,IHT,1265374,0.0,0.0,0.47,0.27,2018-03-14 00:12:46
PepeCash,PEPECASH,90129,0.0,0.23,0.29,0.27,2018-03-14 00:12:46
Universa,UTNP,216630,0.0,0.13,0.42,0.26,2018-03-14 00:12:46
Qbic,QBIC,15651,0.4,0.11,0.28,0.26,2018-03-14 00:12:46
Gimli,GIM,29,0.36,0.14,0.32,0.26,2018-03-14 00:12:46
Triggers,TRIG,4541444,0.0,0.0,0.44,0.26,2018-03-14 00:12:46
RonPaulCoin,RPC,15480,0.32,0.24,0.27,0.26,2018-03-14 00:12:46
Teslacoin,TES,2000,0.38,0.076,0.31,0.26,2018-03-14 00:12:46
EOT Token,EOT,3840,0.3,0.24,0.33,0.26,2018-03-14 00:12:46
CoinMeet,MEE,5932755,0.0,0.075,0.27,0.26,2018-03-14 00:12:46
Tokes,TKS,146441,0.0,0.3,0.43,0.26,2018-03-14 00:12:46
Marscoin,MARS,150,0.3,0.23,0.3,0.26,2018-03-14 00:12:46
Maecenas,ART,4297,0.12,0.28,0.29,0.26,2018-03-14 00:12:46
RouletteToken,RLT,123174,0.14,0.22,0.27,0.26,2018-03-14 00:12:46
Innova,INN,26620,0.31,0.076,0.35,0.26,2018-03-14 00:12:46
Scorecoin,SCORE,566,0.33,0.17,0.3,0.26,2018-03-14 00:12:46
U.CASH,UCASH,10990,0.0,0.27,0.35,0.26,2018-03-14 00:12:46
Motocoin,MOTO,1881,0.37,0.16,0.28,0.26,2018-03-14 00:12:46
KekCoin,KEK,387,0.35,0.14,0.28,0.26,2018-03-14 00:12:46
Bitcoin Scrypt,BTCS,1445,0.36,0.11,0.33,0.26,2018-03-14 00:12:46
Soma,SCT,3848,0.29,0.13,0.45,0.26,2018-03-14 00:12:46
BitUSD,BITUSD,1104140,0.0,0.09,0.29,0.26,2018-03-14 00:12:46
Nyancoin,NYAN,61,0.18,0.33,0.27,0.26,2018-03-14 00:12:46
Ruff,RUFF,7364457,0.35,0.13,0.39,0.26,2018-03-14 00:12:46
Ethorse,HORSE,18304,0.12,0.26,0.28,0.26,2018-03-14 00:12:46
Qvolta,QVT,37729,0.15,0.31,0.27,0.26,2018-03-14 00:12:46
Pandacoin,PND,4516,0.38,0.0,0.29,0.26,2018-03-14 00:12:46
Firstcoin,FRST,3597,0.14,0.16,0.36,0.26,2018-03-14 00:12:46
Orbitcoin,ORB,744,0.4,0.064,0.31,0.26,2018-03-14 00:12:46
SkinCoin,SKIN,15697,0.21,0.14,0.3,0.26,2018-03-14 00:12:46
Dynamic Trading Rights,DTR,21928,0.0,0.22,0.43,0.26,2018-03-14 00:12:46
Indorse,IND,93056,0.0,0.31,0.27,0.26,2018-03-14 00:12:46
MyBit Token,MYB,16837,0.15,0.13,0.29,0.26,2018-03-14 00:12:46
Dotcoin,DOT,56616,0.12,0.19,0.38,0.26,2018-03-14 00:12:46
BlakeStar,BLAS,45,0.35,0.13,0.28,0.26,2018-03-14 00:12:46
LiteDoge,LDOGE,1883,0.34,0.11,0.28,0.26,2018-03-14 00:12:46
Block Array,ARY,13818,0.07400000000000001,0.23,0.35,0.26,2018-03-14 00:12:46
Chronologic,DAY,908,0.45,0.0,0.3,0.26,2018-03-14 00:12:46
PhilosopherStone,PHS,1193,0.48,0.0,0.35,0.26,2018-03-14 00:12:46
Super Bitcoin [Futures],SBTC,457653,0.64,0.079,0.3,0.26,2018-03-14 00:12:46
NVO,NVST,6712,0.078,0.31,0.29,0.26,2018-03-14 00:12:46
Wild Crypto,WILD,15974,0.31,0.12,0.29,0.26,2018-03-14 00:12:46
Unitus,UIS,3094,0.19,0.26,0.33,0.26,2018-03-14 00:12:46
Pesetacoin,PTC,10566,0.16,0.22,0.28,0.26,2018-03-14 00:12:46
SmartBillions,SMART,1214,0.2,0.25,0.29,0.26,2018-03-14 00:12:46
Bitconnect,BCC,24300,0.2,0.096,0.33,0.25,2018-03-14 00:12:46
CoinonatX,XCXT,2981,0.41,0.1,0.26,0.25,2018-03-14 00:12:46
E-Dinar Coin,EDR,31850,0.16,0.15,0.31,0.25,2018-03-14 00:12:46
ArcticCoin,ARC,1917,0.32,0.12,0.3,0.25,2018-03-14 00:12:46
Eroscoin,ERO,99422,0.12,0.14,0.28,0.25,2018-03-14 00:12:46
Joulecoin,XJO,666,0.34,0.14,0.29,0.25,2018-03-14 00:12:46
Opal,OPAL,694,0.43,0.062,0.29,0.25,2018-03-14 00:12:46
Bitcoin Fast,BCF,896,0.37,0.073,0.43,0.25,2018-03-14 00:12:46
Uquid Coin,UQC,50271,0.12,0.14,0.28,0.25,2018-03-14 00:12:46
CryptCoin,CRYPT,0,0.15,0.28,0.27,0.25,2018-03-14 00:12:46
Xaurum,XAUR,10262,0.16,0.15,0.3,0.25,2018-03-14 00:12:46
Octocoin,888,658,0.33,0.17,0.3,0.25,2018-03-14 00:12:46
Sprouts,SPRTS,12946,0.32,0.1,0.27,0.25,2018-03-14 00:12:46
GameUnits,UNITS,61,0.34,0.16,0.28,0.25,2018-03-14 00:12:46
Embers,MBRS,5137,0.12,0.29,0.36,0.25,2018-03-14 00:12:46
SagaCoin,SAGA,51013,0.25,0.061,0.31,0.25,2018-03-14 00:12:46
Farad,FRD,4137,0.14,0.15,0.41,0.25,2018-03-14 00:12:46
Blakecoin,BLC,455,0.41,0.07200000000000001,0.3,0.25,2018-03-14 00:12:46
B2B,B2B,39346,0.0,0.14,0.38,0.25,2018-03-14 00:12:46
FidentiaX,FDX,55193,0.0,0.27,0.28,0.25,2018-03-14 00:12:46
BitDice,CSNO,2190,0.13,0.26,0.27,0.25,2018-03-14 00:12:46
LanaCoin,LANA,99,0.31,0.12,0.39,0.25,2018-03-14 00:12:46
Clubcoin,CLUB,540892,0.36,0.26,0.32,0.25,2018-03-14 00:12:46
Bunnycoin,BUN,1755,0.12,0.27,0.29,0.25,2018-03-14 00:12:46
BuzzCoin,BUZZ,5744,0.34,0.042,0.3,0.25,2018-03-14 00:12:46
DigiPulse,DGPT,54200,0.13,0.25,0.27,0.25,2018-03-14 00:12:46
Etheroll,DICE,6791,0.0,0.29,0.28,0.25,2018-03-14 00:12:46
Streamr DATAcoin,DATA,63606,0.16,0.084,0.27,0.25,2018-03-14 00:12:46
Smartlands,SLT,129894,0.13,0.12,0.27,0.25,2018-03-14 00:12:46
Neoscoin,NEOS,190367,0.12,0.09,0.32,0.25,2018-03-14 00:12:46
Ratecoin,XRA,140,0.39,0.078,0.3,0.25,2018-03-14 00:12:46
Bezop,BEZ,14990,0.12,0.2,0.27,0.25,2018-03-14 00:12:46
InsureX,IXT,77926,0.0,0.21,0.26,0.25,2018-03-14 00:12:46
Trollcoin,TROLL,277,0.29,0.15,0.3,0.25,2018-03-14 00:12:46
Gatcoin,GAT,8202,0.0,0.3,0.31,0.25,2018-03-14 00:12:46
Monkey Project,MONK,36971,0.31,0.0,0.32,0.25,2018-03-14 00:12:46
Uro,URO,11,0.35,0.17,0.28,0.25,2018-03-14 00:12:46
Pakcoin,PAK,2114,0.31,0.14,0.3,0.25,2018-03-14 00:12:46
Rimbit,RBT,1009,0.3,0.16,0.27,0.25,2018-03-14 00:12:46
Huobi Token,HT,130387978,0.0,0.26,0.35,0.25,2018-03-14 00:12:46
AdShares,ADST,19242,0.1,0.28,0.29,0.25,2018-03-14 00:12:46
DEW,DEW,63068,0.0,0.094,0.39,0.25,2018-03-14 00:12:46
